2025-04-03 14:53:48,399 INFO     Start Init the PLC: PLC-01
2025-04-03 14:58:43,426 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:58:43,633 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:58:44,445 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:58:44,648 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:58:45,464 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:58:45,670 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:58:46,484 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:58:46,692 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:58:47,508 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:58:47,715 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:58:48,530 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:58:48,738 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:58:49,550 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:58:49,758 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:58:50,570 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:58:50,778 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:58:51,592 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:58:51,799 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:58:52,612 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:58:52,820 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:58:53,632 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:58:53,840 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:58:54,655 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:58:54,863 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:58:55,675 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:58:55,883 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:58:56,698 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:58:56,906 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:58:57,721 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:58:57,928 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:58:58,743 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:58:58,951 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:58:59,765 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:58:59,971 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:00,786 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:00,993 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:01,808 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:02,016 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:02,829 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:03,037 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:03,852 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:04,060 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:04,870 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:05,078 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:05,891 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:06,098 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:06,908 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:07,115 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:07,927 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:08,135 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:08,950 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:09,158 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:09,970 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:10,177 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:10,990 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:11,198 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:12,007 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:12,213 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:13,025 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:13,232 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:14,045 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:14,252 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:15,066 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:15,274 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:16,088 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:16,296 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:17,106 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:17,314 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:18,130 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:18,338 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:19,153 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:19,360 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:20,173 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:20,380 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:21,194 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:21,401 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:22,213 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:22,421 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:23,234 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:23,440 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:24,250 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:24,457 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:25,269 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:25,477 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:26,292 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:26,500 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:27,315 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:27,523 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:28,338 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:28,545 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:29,358 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:29,565 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:30,379 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:30,587 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:31,400 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:31,607 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:32,420 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:32,628 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:33,441 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:33,648 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:34,462 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:34,670 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:35,480 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:35,687 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:36,501 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:36,709 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:37,519 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:37,726 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:38,541 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:38,747 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:39,561 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:39,769 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:40,582 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:40,790 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:41,606 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:41,813 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:42,628 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:42,836 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:43,650 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:43,857 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:44,671 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:44,878 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:45,691 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:45,898 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:46,712 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:46,920 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:47,732 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:47,939 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:48,753 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:48,961 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:49,774 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:49,981 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:50,796 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:51,003 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:51,816 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:52,023 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:52,837 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:53,045 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:53,861 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:54,069 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:54,883 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:55,091 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:55,903 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:56,110 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:56,923 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:57,131 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:57,945 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:58,153 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:58,968 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 14:59:59,176 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 14:59:59,991 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:00:00,198 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:00:01,010 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:00:01,216 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:00:02,028 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:00:02,235 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:00:03,049 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:00:03,256 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:00:04,067 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:00:04,275 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:00:05,098 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:00:05,303 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:00:06,117 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:00:06,325 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:00:07,138 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:00:07,344 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:00:08,158 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:00:08,365 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:00:09,177 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:00:09,385 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:00:10,198 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:00:10,405 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:00:11,219 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:00:11,424 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:00:12,238 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:00:12,445 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:00:13,256 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:00:13,463 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:00:14,276 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:00:14,484 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:00:15,296 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:00:15,504 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:00:16,316 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:00:16,524 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:00:17,337 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:00:17,545 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:00:18,357 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:00:18,562 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:00:19,377 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:00:19,584 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:00:20,398 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:00:20,606 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:00:21,422 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:00:21,630 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:00:22,442 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:00:22,650 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:00:23,466 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:00:23,674 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:00:24,490 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:00:24,697 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:00:25,513 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:00:25,719 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:00:26,531 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:00:26,737 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:00:27,551 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:00:27,759 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:00:28,572 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:00:28,778 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:00:29,590 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:00:29,798 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:00:30,611 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:00:30,819 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:00:31,633 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:00:31,841 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:00:32,656 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:00:32,865 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:00:33,677 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:00:33,884 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:00:34,698 WARNING  The reply type doesnt match.('powerPlc', 'switches')
2025-04-03 15:00:34,906 INFO     updateModBusInfo(): update holding registers: [True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, 1, True, 1, True, 1, 1]
2025-04-03 15:00:35,720 WARNING  The reply type doesnt match.('powerPlc', 'switches')
